words,links,capital_words,spam_word_count,is_spam
430,8,18,6,1
97,2,29,10,1
218,0,1,6,1
723,7,13,10,1
120,2,25,9,1
909,1,2,3,1
151,1,2,6,0
163,6,23,3,1
205,2,1,2,0
432,2,2,4,0
172,2,2,2,0
169,8,25,9,1
240,5,19,9,1
272,1,1,2,0
201,1,0,2,0
764,6,14,10,1
344,8,14,4,1
352,5,23,4,1
293,2,6,0,0
432,9,14,3,1
641,10,14,3,1
609,6,5,2,1
127,6,28,10,1
892,7,3,4,1
212,0,4,0,0
67,5,2,2,0
891,8,10,3,1
281,1,3,0,0
21,0,1,2,0
230,0,3,2,0
177,6,20,3,1
718,5,11,9,1
171,1,0,1,0
170,2,11,10,1
129,3,30,1,1
197,2,10,4,1
178,2,1,2,0
710,0,26,4,1
229,2,3,0,0
333,1,5,10,1
103,2,25,7,1
37,0,1,2,0
333,2,0,2,0
605,7,16,7,1
635,2,9,6,1
165,1,2,1,0
246,2,2,2,0
249,7,10,9,1
93,0,0,4,0
143,2,1,1,0
522,9,16,10,1
392,6,28,9,1
253,2,0,1,0
217,0,9,2,0
719,4,5,5,1
328,10,1,4,1
425,0,2,1,0
358,0,21,6,1
113,2,9,2,0
291,1,3,1,0
419,8,8,6,1
88,2,2,0,0
284,0,3,6,0
448,9,10,9,1
780,3,7,8,1
326,1,2,0,0
280,0,7,0,0
151,1,2,1,0
218,2,2,0,0
190,4,5,3,1
109,1,1,0,0
337,9,25,4,1
360,3,0,1,0
184,2,3,2,0
66,3,18,8,1
187,4,10,3,0
253,0,2,5,0
160,9,20,0,1
694,7,25,10,1
226,2,2,0,0
79,0,2,0,0
212,0,0,2,0
754,6,17,9,1
52,0,2,2,0
910,8,4,1,1
149,1,0,0,0
272,1,2,1,0
294,7,27,3,1
39,2,5,1,0
182,2,0,5,0
78,8,17,10,1
174,0,3,6,0
78,6,5,10,1
171,1,2,0,0
51,3,3,0,0
535,3,11,3,1
81,10,0,8,1
287,2,0,0,0
131,0,10,4,1
256,2,3,1,0
219,0,0,0,0
312,2,2,2,0
286,0,9,1,0
216,2,3,2,0
427,2,2,1,0
245,5,6,7,1
171,4,1,6,1
355,5,13,4,1
937,3,20,4,1
293,1,3,0,0
452,5,24,3,1
208,1,5,2,0
335,2,1,10,1
143,4,5,4,1
214,0,2,3,0
155,9,30,1,1
137,2,16,8,1
236,8,19,7,1
575,5,27,4,1
343,0,2,1,0
338,8,7,8,1
770,0,15,7,1
74,2,0,8,1
26,4,1,1,0
549,1,18,7,1
699,3,5,3,1
89,2,3,1,0
930,0,5,7,1
68,8,2,8,1
114,7,11,3,1
170,2,2,2,0
139,5,11,5,1
244,3,1,2,0
56,2,0,0,0
250,0,2,2,0
178,0,9,3,0
32,2,1,4,0
638,2,25,1,1
867,2,1,8,1
395,5,3,10,1
67,2,0,0,0
330,2,0,2,1
245,0,1,2,0
62,1,1,2,0
188,2,17,9,1
174,0,4,2,0
829,1,6,6,1
158,1,10,1,0
233,0,3,2,0
794,2,6,9,1
182,2,5,2,0
227,1,0,4,0
849,7,0,4,1
912,9,5,9,1
134,5,3,10,1
944,2,7,10,1
200,0,1,1,0
217,5,0,1,0
27,2,2,0,0
587,6,1,10,1
129,2,0,1,0
220,4,3,1,0
183,2,0,5,0
158,0,11,6,1
281,2,11,6,1
869,10,8,3,1
937,8,7,8,1
240,1,2,1,0
637,5,8,10,1
417,5,13,8,1
283,2,3,5,0
988,3,14,4,1
647,3,22,8,1
92,1,7,0,0
33,1,3,1,0
247,3,3,8,1
613,6,5,9,1
809,2,28,6,1
225,2,8,2,0
173,10,22,8,1
201,2,16,8,1
901,3,28,6,1
474,7,27,5,1
142,3,26,9,1
125,5,28,5,1
405,1,1,2,0
786,4,6,5,1
475,1,16,4,1
144,8,27,10,1
207,0,3,1,0
165,2,3,0,0
166,1,2,0,0
57,1,10,2,0
184,9,28,7,1
248,2,1,1,0
120,2,21,3,1
225,2,1,2,0
621,10,28,2,1
265,2,1,2,0
48,1,0,0,0
171,3,15,6,1
659,2,27,3,1
759,5,2,5,1
43,1,1,0,0
294,0,2,1,0
558,6,0,10,1
122,9,5,9,1
975,5,27,5,1
489,5,28,0,1
64,0,0,2,0
189,2,3,2,0
988,6,0,3,1
366,3,0,5,1
127,9,2,7,1
869,2,18,1,1
279,6,10,7,1
785,4,22,6,1
66,2,29,3,1
51,2,6,3,1
873,2,16,7,1
967,3,28,3,1
139,1,0,1,0
510,4,24,9,1
160,9,0,3,1
76,5,0,2,0
132,6,14,7,1
911,0,5,8,1
92,1,3,1,0
126,0,13,10,1
957,1,9,2,1
778,3,10,3,1
336,3,27,0,1
82,1,3,2,0
281,1,1,2,0
657,2,4,3,1
145,2,3,0,0
471,2,9,6,1
130,1,2,2,0
760,2,24,3,1
534,7,21,6,1
877,9,20,5,1
388,3,21,9,1
702,2,4,7,1
521,1,5,9,1
827,1,26,10,1
177,2,1,0,0
288,3,6,1,0
255,0,24,10,1
927,1,21,5,1
208,1,2,2,0
504,8,6,4,1
402,2,3,2,0
612,8,28,9,1
116,2,24,1,1
734,5,20,5,1
274,4,23,4,1
116,5,24,10,1
802,4,10,4,1
374,4,18,8,1
489,1,4,5,1
163,0,7,1,0
277,1,1,0,0
278,4,0,0,0
139,5,3,2,0
788,1,29,5,1
190,10,1,4,1
284,9,26,0,1
220,2,0,2,0
288,5,1,2,0
451,2,5,3,1
286,4,3,2,0
65,1,5,2,0
184,2,3,1,0
385,4,12,3,1
73,5,0,3,1
231,2,0,2,0
229,3,24,6,1
601,7,3,5,1
37,0,2,0,0
40,1,5,0,0
296,1,0,1,0
100,2,1,2,0
240,1,1,1,0
253,1,0,2,0
130,2,9,3,1
275,0,0,3,0
240,1,1,1,0
238,2,2,5,0
180,5,10,0,0
259,1,0,2,0
154,2,2,2,0
187,4,9,5,1
410,0,0,2,0
60,1,0,0,0
646,4,5,7,1
296,2,3,1,0
232,6,29,9,1
366,2,3,0,0
454,0,0,0,0
210,10,21,4,1
990,4,2,3,1
54,2,11,5,1
71,6,14,5,1
451,2,18,7,1
237,3,1,0,0
45,2,0,1,0
108,1,4,0,0
283,1,1,1,0
189,1,2,1,0
191,6,10,9,1
118,1,3,0,0
60,0,0,0,0
189,5,5,7,1
135,5,3,0,0
106,1,3,0,0
374,3,17,3,1
287,4,2,0,0
791,8,19,8,1
239,4,5,2,1
326,3,10,5,0
919,0,16,8,1
315,3,21,3,1
758,3,28,4,1
218,1,1,1,0
118,1,3,0,0
717,8,22,7,1
468,9,12,7,1
217,3,18,9,1
933,8,0,3,1
217,2,3,2,0
477,10,15,8,1
194,8,5,8,1
178,0,8,2,0
289,3,3,3,0
183,2,0,1,0
86,5,27,8,1
880,8,24,10,1
996,4,19,3,1
812,10,6,3,1
145,1,3,0,0
504,3,0,10,1
299,7,10,8,1
879,0,12,1,1
185,1,0,7,1
223,1,0,5,0
147,0,3,2,0
99,10,8,7,1
197,3,3,2,0
79,4,0,2,0
58,4,3,2,0
82,0,2,1,0
847,4,19,7,1
21,2,3,0,0
231,8,6,7,1
183,2,9,0,0
85,1,3,3,0
144,0,8,2,0
246,5,9,3,1
278,2,3,1,0
849,2,10,5,1
254,0,1,2,0
81,2,1,2,0
771,0,12,8,1
308,4,1,1,1
592,9,26,6,1
99,2,2,2,0
136,0,1,2,0
228,1,1,1,0
750,10,9,3,1
141,9,5,1,1
214,2,21,10,1
551,0,21,8,1
337,0,3,2,0
194,1,4,5,0
90,7,17,8,1
181,8,6,6,1
275,2,26,7,1
761,5,29,7,1
63,1,0,2,0
157,0,5,4,0
138,9,5,9,1
411,2,3,2,0
778,4,28,6,1
43,0,5,1,0
839,2,7,9,1
306,1,6,0,0
821,8,7,7,1
78,2,0,2,0
554,5,7,6,1
658,6,27,10,1
127,1,1,1,0
260,5,2,2,0
122,2,2,2,0
514,2,11,3,1
66,1,3,2,0
177,10,6,3,1
193,1,3,1,0
809,2,5,6,1
396,4,16,4,1
318,3,2,7,1
151,2,2,4,0
130,7,2,6,1
66,0,0,2,0
65,6,16,10,1
917,2,17,3,1
944,3,23,7,1
103,2,2,2,0
176,0,1,1,0
152,3,20,2,1
193,2,2,1,0
295,0,3,1,0
475,5,8,3,1
295,3,1,2,0
233,1,2,0,0
212,2,0,0,0
152,5,0,1,0
944,10,15,6,1
128,1,3,0,0
158,6,19,1,1
706,1,6,4,1
46,1,2,0,0
162,9,4,10,1
330,1,3,3,1
213,0,4,0,0
35,0,1,1,0
220,2,1,1,0
44,2,2,0,0
102,2,0,0,0
317,2,0,2,0
799,9,1,8,1
137,3,3,2,0
179,0,2,0,0
102,1,2,0,0
485,1,0,2,0
67,4,7,2,0
106,7,11,1,1
251,8,10,9,1
333,10,0,0,1
165,5,23,0,1
293,10,19,2,1
61,8,7,4,1
342,10,8,4,1
269,2,3,2,0
209,4,2,4,1
189,2,2,2,0
46,1,5,1,0
147,5,0,2,0
80,3,1,0,0
610,8,18,3,1
212,2,0,6,0
862,3,5,5,1
176,1,0,0,0
109,1,5,2,0
148,1,0,2,0
519,6,8,6,1
612,7,16,0,1
262,2,3,2,0
94,1,2,0,0
679,8,7,10,1
179,0,1,2,0
70,9,17,1,1
167,2,0,1,0
142,8,16,1,1
60,1,0,0,0
303,4,0,1,0
45,1,2,1,0
116,1,11,0,1
330,10,10,5,1
113,0,3,2,0
127,2,5,2,0
253,2,3,2,0
53,0,1,1,0
65,3,2,7,1
153,2,29,4,1
86,0,5,0,0
207,0,4,0,0
77,5,27,6,1
395,10,13,3,1
290,10,18,0,1
45,0,2,2,0
283,5,3,0,0
212,10,6,3,1
131,1,0,1,0
194,10,27,5,1
616,2,13,6,1
185,1,2,2,0
122,2,2,2,0
275,2,3,0,0
632,8,28,8,1
151,1,3,6,0
852,3,11,6,1
97,0,3,0,0
207,0,9,1,0
997,4,30,3,1
70,5,13,6,1
299,2,6,7,1
188,2,22,6,1
743,6,7,0,1
889,3,16,8,1
308,3,19,3,1
895,4,22,2,1
888,2,4,3,1
124,2,0,2,0
828,8,12,4,1
180,8,30,9,1
364,10,24,8,1
132,5,3,1,0
310,0,2,8,1
874,1,1,5,1
249,0,3,2,0
56,9,11,8,1
283,8,30,1,1
145,2,2,0,0
176,4,5,5,1
521,7,25,2,1
106,1,0,0,0
764,10,23,3,1
57,1,2,0,0
642,5,6,6,1
359,9,7,8,1
146,0,2,1,0
322,4,7,1,1
35,2,0,2,0
50,2,23,7,1
83,4,2,0,0
26,1,2,3,0
70,2,3,0,0
224,2,3,2,0
160,8,6,1,1
119,0,3,1,0
257,2,1,0,0
72,2,3,2,0
93,4,0,6,0
171,4,8,2,0
237,0,6,0,0
186,6,7,7,1
183,5,2,0,0
272,0,3,0,0
123,2,2,0,0
217,2,30,7,1
291,1,1,2,0
474,9,19,7,1
144,1,4,0,0
163,2,3,0,0
335,4,21,9,1
184,3,2,2,0
28,4,0,0,0
429,2,1,2,0
149,5,21,9,1
102,2,0,2,0
252,2,1,1,0
242,1,0,0,0
956,6,5,7,1
200,0,0,2,0
470,2,0,3,0
528,9,16,9,1
286,1,7,4,0
247,1,1,4,0
33,1,6,1,0
596,9,29,7,1
171,1,0,5,1
686,6,20,7,1
126,0,0,1,0
51,1,1,0,0
267,2,1,0,0
119,2,9,6,1
808,6,14,3,1
254,5,3,2,0
541,7,1,3,1
243,8,30,7,1
78,1,10,2,0
1000,3,23,3,1
217,1,2,1,0
75,3,7,6,1
150,0,3,2,0
207,0,8,1,0
140,5,5,8,1
182,1,0,0,0
574,4,27,8,1
210,3,5,0,0
848,2,1,4,1
206,3,1,1,0
863,10,0,7,1
50,1,3,0,0
672,10,7,10,1
127,2,0,4,0
96,0,1,6,0
434,0,1,4,0
558,0,10,5,1
593,4,20,3,1
283,0,0,1,0
230,0,2,5,0
793,3,20,3,1
525,3,20,1,1
238,0,2,2,0
553,1,6,3,1
290,0,3,6,0
458,6,5,6,1
124,1,1,2,0
158,10,26,4,1
803,10,1,8,1
218,2,5,0,0
716,0,2,6,1
493,4,30,2,1
281,1,2,1,0
520,3,24,0,1
202,2,2,0,0
138,6,26,0,1
163,1,0,1,0
633,2,19,8,1
50,10,0,4,1
869,7,12,0,1
941,9,8,0,1
46,0,3,2,0
49,1,2,1,0
274,2,0,2,0
255,1,1,0,0
101,9,16,3,1
448,2,10,4,0
272,2,3,0,0
935,5,28,6,1
187,0,2,0,0
971,10,19,4,1
409,10,25,4,1
24,4,0,5,0
205,4,3,3,1
85,9,7,3,1
162,3,3,5,0
166,2,5,4,1
975,8,20,5,1
186,5,5,9,1
241,0,0,3,0
161,6,16,4,1
236,1,0,2,0
58,1,0,1,0
165,1,3,2,0
497,6,2,4,1
42,1,2,2,0
745,2,5,7,1
291,0,3,0,0
99,2,21,7,1
420,3,20,1,1
154,2,3,5,0
238,1,7,2,0
204,2,2,2,0
130,1,2,5,0
84,2,0,3,1
292,2,0,5,0
278,0,1,4,0
146,1,2,0,0
29,0,1,2,0
629,9,7,2,1
190,9,22,8,1
805,10,3,1,1
129,3,14,3,1
645,6,3,8,1
394,9,5,5,1
173,1,2,1,0
749,8,26,9,1
231,3,9,9,1
780,9,7,3,1
159,1,1,1,0
394,3,22,0,1
197,7,0,10,1
930,0,8,7,1
443,0,3,1,0
281,1,4,2,0
207,0,0,2,0
180,10,23,6,1
170,5,1,0,0
259,2,7,7,1
253,3,18,7,1
114,8,6,9,1
245,2,1,2,0
741,2,21,8,1
50,9,7,5,1
264,0,0,2,0
146,5,10,5,0
149,6,25,5,1
271,1,0,2,0
727,8,11,8,1
159,0,23,0,1
646,4,25,9,1
819,9,15,4,1
884,9,30,10,1
134,2,3,2,0
265,2,1,0,0
88,9,27,6,1
129,0,3,6,0
27,1,6,2,0
199,2,2,1,0
211,1,0,0,0
134,2,22,9,1
727,2,1,10,1
235,0,0,1,0
36,3,0,2,0
213,0,0,2,0
106,3,3,1,0
89,5,15,9,1
182,2,0,2,0
130,2,11,3,1
673,1,19,3,1
878,7,25,3,1
735,10,29,1,1
84,1,14,10,1
612,6,9,0,1
484,9,7,10,1
119,0,27,7,1
89,1,3,2,0
342,1,2,0,0
216,2,0,0,0
165,1,0,0,0
260,2,2,0,0
351,4,27,2,1
131,2,6,6,1
256,1,3,1,0
640,9,15,8,1
632,4,24,4,1
444,7,15,7,1
84,4,2,2,0
39,0,4,0,0
81,6,3,2,1
589,2,3,10,1
169,0,2,3,0
193,0,0,2,0
200,0,6,10,1
215,2,0,1,0
693,9,26,2,1
185,0,2,2,0
595,0,27,6,1
218,2,3,1,0
71,2,0,2,0
533,4,5,5,1
158,2,1,2,0
707,9,17,8,1
426,1,0,0,0
35,1,0,2,0
83,8,14,8,1
553,3,9,10,1
143,6,20,3,1
149,2,0,0,0
282,4,26,6,1
269,3,0,1,0
95,8,13,3,1
519,6,5,10,1
82,7,28,9,1
118,2,3,0,0
237,1,4,3,1
790,9,13,1,1
224,1,3,0,0
501,2,9,8,1
325,2,3,0,0
194,2,1,0,0
302,2,2,2,0
221,7,1,6,1
31,0,8,4,0
218,1,7,3,0
254,8,5,5,1
280,1,0,1,0
174,1,2,3,0
23,4,2,6,0
898,10,25,3,1
842,2,16,4,1
170,0,2,1,0
43,0,0,0,0
346,0,2,9,1
259,3,15,6,1
75,1,4,0,0
338,6,25,4,1
126,4,3,1,0
118,5,30,7,1
714,3,28,6,1
496,4,4,0,1
245,4,16,0,1
880,1,17,7,1
127,2,10,1,0
866,3,15,3,1
123,1,2,0,0
496,2,2,2,0
266,0,0,3,0
492,10,5,3,1
217,2,10,0,0
243,5,9,4,1
454,2,3,5,0
129,1,8,2,0
958,7,26,7,1
100,3,21,1,1
66,0,1,2,0
982,6,8,8,1
152,2,1,6,0
641,1,8,7,1
805,3,30,0,1
905,4,11,8,1
449,5,26,4,1
400,0,10,0,0
189,2,3,1,0
83,3,0,0,0
108,1,3,2,0
604,5,23,8,1
239,0,1,2,0
209,0,2,2,0
87,1,3,1,0
260,2,7,1,0
213,2,9,1,0
957,1,10,3,1
121,1,3,6,0
109,1,2,2,0
405,7,17,8,1
730,3,17,10,1
32,2,3,2,0
446,0,4,2,0
25,4,0,5,0
214,0,1,2,0
597,10,4,7,1
239,2,2,2,0
38,1,3,2,0
141,6,1,0,1
423,10,5,6,1
370,1,1,0,0
196,0,3,4,0
278,2,3,0,0
132,2,5,6,0
75,0,0,2,0
263,1,0,2,0
221,1,2,2,0
200,0,0,2,0
131,0,2,0,0
180,7,21,4,1
938,5,30,7,1
242,1,2,1,0
127,2,15,7,1
270,1,3,4,0
849,2,8,1,1
246,4,1,0,0
176,3,12,3,1
49,0,3,2,0
33,2,1,1,0
568,4,17,10,1
593,5,3,10,1
251,5,5,0,0
187,8,15,6,1
220,1,0,0,0
885,1,25,4,1
122,2,3,2,0
534,3,6,0,1
94,0,1,2,0
212,5,2,0,0
963,5,24,1,1
888,2,8,5,1
180,5,7,10,1
193,6,5,2,1
758,7,28,0,1
994,9,20,1,1
657,9,29,3,1
124,9,7,6,1
918,6,1,5,1
189,0,2,0,0
62,7,21,7,1
183,6,22,6,1
429,1,3,4,0
859,8,15,0,1
29,1,3,2,0
479,1,0,1,0
202,0,3,2,0
146,3,11,4,1
464,7,9,9,1
291,5,1,0,0
153,1,8,2,0
161,3,9,3,1
114,4,2,1,0
266,0,0,0,0
79,1,0,2,0
202,1,1,2,0
259,1,0,0,0
158,2,21,1,1
352,4,15,4,1
285,2,6,2,0
769,10,3,5,1
696,6,7,4,1
203,0,7,2,0
515,3,2,3,1
100,0,3,1,0
313,1,2,1,0
253,2,6,2,0
189,2,26,1,1
961,7,1,4,1
393,10,5,4,1
256,0,1,1,0
343,4,13,7,1
159,4,3,0,0
56,1,4,0,0
226,1,2,2,0
208,4,1,2,0
289,0,2,3,0
40,2,8,1,0
178,1,2,2,0
26,0,0,0,0
153,2,4,0,0
92,0,1,2,0
226,1,6,2,0
569,10,30,8,1
908,2,27,9,1
855,2,15,3,1
100,2,0,2,0
292,1,3,1,0
897,4,8,3,1
511,3,15,10,1
209,3,3,3,0
68,0,0,2,0
146,0,3,0,0
454,9,27,9,1
348,6,1,7,1
201,2,9,2,0
652,10,12,6,1
186,10,28,6,1
299,5,27,10,1
292,2,0,1,0
446,0,2,0,0
90,0,2,2,0
756,3,28,9,1
270,2,3,1,0
429,1,2,2,0
112,2,2,0,0
170,2,9,2,0
389,1,27,2,1
252,2,2,2,0
177,2,13,8,1
99,0,1,1,0
142,0,0,1,0
935,4,10,8,1
214,0,3,1,0
100,5,3,2,0
648,7,21,4,1
115,8,15,9,1
231,1,2,6,0
473,10,11,4,1
87,0,3,1,0
248,4,10,1,0
155,4,15,10,1
170,4,20,7,1
825,3,22,10,1
106,0,1,3,0
175,5,6,9,1
62,0,3,2,0
34,1,1,1,0
207,2,2,2,0
890,10,28,8,1
190,2,27,9,1
243,4,14,3,1
314,7,24,2,1
156,1,3,2,0
395,4,6,10,1
599,4,15,10,1
59,5,3,1,0
153,8,24,5,1
536,9,5,10,1
934,7,11,4,1
181,2,0,2,0
744,10,3,7,1
712,7,23,10,1
193,4,1,2,0
83,2,1,0,0
923,4,20,5,1
170,6,6,8,1
499,4,0,1,1
675,9,26,2,1
130,0,4,2,0
241,1,10,1,0
265,0,4,3,0
158,0,0,5,0
230,0,1,0,0
425,6,2,5,1
459,2,0,1,0
37,1,3,2,0
948,5,26,1,1
863,7,17,5,1
259,1,3,0,0
268,2,1,1,0
37,1,2,2,0
990,3,6,5,1
180,1,1,2,0
131,2,27,10,1
962,10,8,3,1
784,9,6,3,1
416,2,0,4,0
735,7,16,2,1
280,2,3,2,0
247,2,0,0,0
270,0,4,5,0
243,2,1,2,0
124,4,1,5,1
206,1,1,2,0
705,9,23,9,1
260,3,2,1,0
279,2,1,1,0
90,4,27,10,1
715,9,28,5,1
137,7,18,7,1
999,3,2,9,1
900,2,2,1,1
126,1,3,0,0
148,2,1,1,0
749,4,1,10,1
71,1,2,2,0
160,1,1,2,0
958,8,11,2,1
844,10,8,1,1
710,2,6,7,1
85,9,0,7,1
164,9,25,6,1
364,1,1,1,0
154,3,27,0,1
706,7,27,7,1
374,10,30,5,1
141,0,1,1,0
151,2,9,9,1
328,10,30,10,1
45,0,1,2,0
498,10,17,7,1
49,2,3,2,0
82,4,5,3,1
161,0,1,2,0
26,1,2,1,0
254,0,0,1,0
214,2,0,0,0
159,0,2,1,0
289,0,0,0,0
21,0,2,4,0
177,1,1,2,0
81,2,2,2,0
810,7,8,9,1
105,1,3,5,0
255,1,0,1,0
265,4,2,0,0
473,1,0,1,0
192,3,13,5,1
278,2,0,0,0
613,8,15,4,1
149,1,8,10,1
180,2,5,8,1
117,1,3,2,0
77,2,5,3,1
132,0,10,0,0
197,0,1,2,0
290,0,0,2,0
65,5,2,2,0
168,5,5,3,1
115,1,5,0,0
96,2,0,0,0
68,0,1,2,0
490,3,30,1,1
157,3,13,9,1
275,1,1,6,0
29,1,1,1,0
616,3,8,7,1
275,2,0,0,0
93,1,0,2,0
229,0,1,2,0
806,10,23,7,1
55,4,10,10,1
269,2,1,0,0
864,9,29,4,1
42,1,3,1,0
283,2,3,1,0
277,9,24,8,1
58,2,1,0,0
174,1,28,6,1
82,3,26,9,1
159,2,3,0,0
72,2,19,4,1
269,0,15,5,1
553,4,25,4,1
984,6,20,4,1
776,7,28,7,1
273,2,3,2,0
679,7,14,7,1
285,0,3,1,0
827,0,26,2,1
186,2,2,2,0
128,2,8,3,1
405,9,1,4,1
721,3,27,3,1
57,7,5,1,1
250,2,3,6,0
176,0,3,0,0
979,2,19,6,1
581,4,0,1,1
413,1,6,1,0
948,8,2,8,1
422,7,2,7,1
251,3,27,6,1
794,2,11,9,1
792,4,1,4,1
56,0,2,1,0
58,0,2,2,0
954,9,8,6,1
916,6,22,7,1
210,0,3,0,0
290,8,6,7,1
420,0,11,4,1
781,10,3,0,1
216,0,2,2,0
495,5,1,5,0
174,5,6,2,0
486,9,27,3,1
